log_type;participant_id;keyboard_type;txt_file;key_limit;key_code;key_value;content;timestamp;word_time_in_s;sentence_time_in_s;words_per_minute
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;87;W;W;2021-05-18 21:24:46.665384;NaN;NaN;83916.0839160839
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;196;ä;Wä;2021-05-18 21:24:47.383868;NaN;NaN;33.3966013392037
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;82;r;Wär;2021-05-18 21:24:47.493191;NaN;NaN;43.4808340107084
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;69;e;Wäre;2021-05-18 21:24:47.556859;NaN;NaN;53.8347139694353
word_finished;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;32; ;Wäre;2021-05-18 21:24:47.628641;0.963293;NaN;49.8238519235121
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;69;e;Wäre e;2021-05-18 21:24:47.800608;NaN;NaN;52.8463483613669
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;Wäre ei;2021-05-18 21:24:47.884887;NaN;NaN;59.0335712440915
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;78;n;Wäre ein;2021-05-18 21:24:47.932905;NaN;NaN;66.2637201399111
word_finished;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;32; ;Wäre ein;2021-05-18 21:24:48.020711;0.220152;NaN;61.9713987239794
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;80;P;Wäre ein P;2021-05-18 21:24:48.839956;NaN;NaN;44.1436544876163
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;Wäre ein Pi;2021-05-18 21:24:49.007956;NaN;NaN;46.1002004931868
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;78;n;Wäre ein Pin;2021-05-18 21:24:49.132777;NaN;NaN;48.6315290360623
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;71;g;Wäre ein Ping;2021-05-18 21:24:49.301517;NaN;NaN;50.0706299340433
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;85;u;Wäre ein Pingu;2021-05-18 21:24:49.388653;NaN;NaN;52.8748884670321
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;86;v;Wäre ein Pinguinv;2021-05-18 21:24:50.273470;NaN;NaN;49.8858030824438
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;Wäre ein Pinguinvi;2021-05-18 21:24:50.447689;NaN;NaN;50.7606563670122
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;16777219;<BACKSPACE>;Wäre ein Pinguinv;2021-05-18 21:24:50.751942;NaN;NaN;44.0452099610689
key_pressed;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;16777219;<BACKSPACE>;Wäre ein Pinguin;2021-05-18 21:24:50.892659;NaN;NaN;39.7405885770409
word_finished;4;auto_complete;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;32; ;Wäre ein Pinguin;2021-05-18 21:24:51.157556;2.317652;NaN;37.3972327383389
