log_type;participant_id;keyboard_type;txt_file;key_limit;key_code;key_value;content;timestamp;word_time_in_s;sentence_time_in_s;words_per_minute
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;87;W;"W";2021-05-18 21:29:31.291537;NaN;NaN;292682.9268292683
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;196;ä;"Wä";2021-05-18 21:29:31.486934;NaN;NaN;122.79292508096658
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;82;r;"Wär";2021-05-18 21:29:31.684857;NaN;NaN;91.5171251420422
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;69;e;"Wäre";2021-05-18 21:29:31.749120;NaN;NaN;104.8886868810475
word_finished;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;32; ;"Wäre";2021-05-18 21:29:31.843441;0.551861;NaN;86.96518674867967
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;69;e;"Wäre e";2021-05-18 21:29:32.054439;NaN;NaN;78.64242208174355
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;"Wäre ei";2021-05-18 21:29:32.100076;NaN;NaN;89.04444183357347
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;78;n;"Wäre ein";2021-05-18 21:29:32.171290;NaN;NaN;95.47646164233154
word_finished;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;32; ;"Wäre ein";2021-05-18 21:29:32.219529;0.165153;NaN;90.51412020275163
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;80;P;"Wäre ein P";2021-05-18 21:29:32.371100;NaN;NaN;88.92149343648227
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;"Wäre ein Pi";2021-05-18 21:29:32.534493;NaN;NaN;86.88593566096463
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;78;n;"Wäre ein Pin";2021-05-18 21:29:32.595952;NaN;NaN;91.99201815922437
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;71;g;"Wäre ein Ping";2021-05-18 21:29:33.139386;NaN;NaN;71.43270741325391
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;"Wäre ein Pingi";2021-05-18 21:29:33.195169;NaN;NaN;75.64308440980271
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;85;u;"Wäre ein Pingiu";2021-05-18 21:29:33.227051;NaN;NaN;80.59691313822681
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;78;n;"Wäre ein Pingiun";2021-05-18 21:29:33.451578;NaN;NaN;77.77453717206227
word_finished;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;32; ;"Wäre ein Pingiun";2021-05-18 21:29:33.539135;1.168026;NaN;74.74509919075082
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;86;v;"Wäre ein Pingiun v";2021-05-18 21:29:33.675327;NaN;NaN;75.50870846129612
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;"Wäre ein Pingiun vi";2021-05-18 21:29:33.763403;NaN;NaN;77.67276222547028
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;69;e;"Wäre ein Pingiun vie";2021-05-18 21:29:33.867357;NaN;NaN;79.19669703187085
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;76;l;"Wäre ein Pingiun viel";2021-05-18 21:29:33.938999;NaN;NaN;81.58618655210356
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;76;l;"Wäre ein Pingiun viell";2021-05-18 21:29:34.077990;NaN;NaN;81.82275253892772
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;69;e;"Wäre ein Pingiun vielle";2021-05-18 21:29:34.139586;NaN;NaN;84.26691122796903
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;73;i;"Wäre ein Pingiun viellei";2021-05-18 21:29:34.242951;NaN;NaN;85.38153007767686
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;67;c;"Wäre ein Pingiun vielleic";2021-05-18 21:29:34.295208;NaN;NaN;87.89116144507717
key_pressed;3;normal;paola_mastrocola_ich_waer_so_gern_ein_pinguin.txt;2;72;h;"Wäre ein Pingiun vielleich";2021-05-18 21:29:34.428023;NaN;NaN;87.99533242149764
